year,gu,crimeName,oa,crimeNum,precinct
2001,강남구,"강간,추행",arrest,108,"['강남', '수서']"
2001,강남구,"강간,추행",occur,157,"['강남', '수서']"
2001,강남구,강도,arrest,151,"['강남', '수서']"
2001,강남구,강도,occur,217,"['강남', '수서']"
2001,강남구,살인,arrest,23,"['강남', '수서']"
2001,강남구,살인,occur,17,"['강남', '수서']"
2001,강남구,절도,arrest,1741,"['강남', '수서']"
2001,강남구,절도,occur,5320,"['강남', '수서']"
2001,강남구,폭력,arrest,6711,"['강남', '수서']"
2001,강남구,폭력,occur,7939,"['강남', '수서']"
2001,강동구,"강간,추행",arrest,59,['강동']
2001,강동구,"강간,추행",occur,59,['강동']
2001,강동구,강도,arrest,80,['강동']
2001,강동구,강도,occur,62,['강동']
2001,강동구,살인,arrest,11,['강동']
2001,강동구,살인,occur,9,['강동']
2001,강동구,절도,arrest,858,['강동']
2001,강동구,절도,occur,1713,['강동']
2001,강동구,폭력,arrest,3897,['강동']
2001,강동구,폭력,occur,4215,['강동']
2001,강북구,"강간,추행",arrest,46,['강북']
2001,강북구,"강간,추행",occur,53,['강북']
2001,강북구,강도,arrest,69,['강북']
2001,강북구,강도,occur,62,['강북']
2001,강북구,살인,arrest,4,['강북']
2001,강북구,살인,occur,6,['강북']
2001,강북구,절도,arrest,1032,['강북']
2001,강북구,절도,occur,1494,['강북']
2001,강북구,폭력,arrest,3357,['강북']
2001,강북구,폭력,occur,3625,['강북']
2001,강서구,"강간,추행",arrest,54,['강서']
2001,강서구,"강간,추행",occur,62,['강서']
2001,강서구,강도,arrest,48,['강서']
2001,강서구,강도,occur,78,['강서']
2001,강서구,살인,arrest,18,['강서']
2001,강서구,살인,occur,16,['강서']
2001,강서구,절도,arrest,800,['강서']
2001,강서구,절도,occur,2088,['강서']
2001,강서구,폭력,arrest,4185,['강서']
2001,강서구,폭력,occur,4733,['강서']
2001,관악구,"강간,추행",arrest,61,['관악']
2001,관악구,"강간,추행",occur,133,['관악']
2001,관악구,강도,arrest,37,['관악']
2001,관악구,강도,occur,63,['관악']
2001,관악구,살인,arrest,2,['관악']
2001,관악구,살인,occur,3,['관악']
2001,관악구,절도,arrest,777,['관악']
2001,관악구,절도,occur,2236,['관악']
2001,관악구,폭력,arrest,2897,['관악']
2001,관악구,폭력,occur,3200,['관악']
2001,광진구,"강간,추행",arrest,84,['광진']
2001,광진구,"강간,추행",occur,104,['광진']
2001,광진구,강도,arrest,93,['광진']
2001,광진구,강도,occur,125,['광진']
2001,광진구,살인,arrest,18,['광진']
2001,광진구,살인,occur,14,['광진']
2001,광진구,절도,arrest,1088,['광진']
2001,광진구,절도,occur,2389,['광진']
2001,광진구,폭력,arrest,4110,['광진']
2001,광진구,폭력,occur,4710,['광진']
2001,구로구,"강간,추행",arrest,45,['구로']
2001,구로구,"강간,추행",occur,67,['구로']
2001,구로구,강도,arrest,36,['구로']
2001,구로구,강도,occur,79,['구로']
2001,구로구,살인,arrest,5,['구로']
2001,구로구,살인,occur,4,['구로']
2001,구로구,절도,arrest,1010,['구로']
2001,구로구,절도,occur,2466,['구로']
2001,구로구,폭력,arrest,2891,['구로']
2001,구로구,폭력,occur,3457,['구로']
2001,금천구,"강간,추행",arrest,70,['금천']
2001,금천구,"강간,추행",occur,80,['금천']
2001,금천구,강도,arrest,69,['금천']
2001,금천구,강도,occur,93,['금천']
2001,금천구,살인,arrest,16,['금천']
2001,금천구,살인,occur,13,['금천']
2001,금천구,절도,arrest,941,['금천']
2001,금천구,절도,occur,2315,['금천']
2001,금천구,폭력,arrest,4273,['금천']
2001,금천구,폭력,occur,4914,['금천']
2001,노원구,"강간,추행",arrest,36,['노원']
2001,노원구,"강간,추행",occur,38,['노원']
2001,노원구,강도,arrest,30,['노원']
2001,노원구,강도,occur,25,['노원']
2001,노원구,살인,arrest,9,['노원']
2001,노원구,살인,occur,8,['노원']
2001,노원구,절도,arrest,573,['노원']
2001,노원구,절도,occur,954,['노원']
2001,노원구,폭력,arrest,2345,['노원']
2001,노원구,폭력,occur,2527,['노원']
2001,도봉구,"강간,추행",arrest,31,['도봉']
2001,도봉구,"강간,추행",occur,37,['도봉']
2001,도봉구,강도,arrest,17,['도봉']
2001,도봉구,강도,occur,33,['도봉']
2001,도봉구,살인,arrest,2,['도봉']
2001,도봉구,살인,occur,3,['도봉']
2001,도봉구,절도,arrest,743,['도봉']
2001,도봉구,절도,occur,1293,['도봉']
2001,도봉구,폭력,arrest,2866,['도봉']
2001,도봉구,폭력,occur,3115,['도봉']
2001,동대문구,"강간,추행",arrest,81,['동대문']
2001,동대문구,"강간,추행",occur,76,['동대문']
2001,동대문구,강도,arrest,33,['동대문']
2001,동대문구,강도,occur,48,['동대문']
2001,동대문구,살인,arrest,10,['동대문']
2001,동대문구,살인,occur,11,['동대문']
2001,동대문구,절도,arrest,790,['동대문']
2001,동대문구,절도,occur,1543,['동대문']
2001,동대문구,폭력,arrest,4169,['동대문']
2001,동대문구,폭력,occur,4390,['동대문']
2001,동작구,"강간,추행",arrest,64,['동작']
2001,동작구,"강간,추행",occur,76,['동작']
2001,동작구,강도,arrest,44,['동작']
2001,동작구,강도,occur,79,['동작']
2001,동작구,살인,arrest,6,['동작']
2001,동작구,살인,occur,5,['동작']
2001,동작구,절도,arrest,860,['동작']
2001,동작구,절도,occur,1484,['동작']
2001,동작구,폭력,arrest,2803,['동작']
2001,동작구,폭력,occur,3120,['동작']
2001,마포구,"강간,추행",arrest,53,['마포']
2001,마포구,"강간,추행",occur,73,['마포']
2001,마포구,강도,arrest,34,['마포']
2001,마포구,강도,occur,89,['마포']
2001,마포구,살인,arrest,3,['마포']
2001,마포구,살인,occur,3,['마포']
2001,마포구,절도,arrest,1902,['마포']
2001,마포구,절도,occur,3053,['마포']
2001,마포구,폭력,arrest,3532,['마포']
2001,마포구,폭력,occur,3912,['마포']
2001,서대문구,"강간,추행",arrest,47,['서대문']
2001,서대문구,"강간,추행",occur,69,['서대문']
2001,서대문구,강도,arrest,48,['서대문']
2001,서대문구,강도,occur,51,['서대문']
2001,서대문구,살인,arrest,3,['서대문']
2001,서대문구,살인,occur,2,['서대문']
2001,서대문구,절도,arrest,638,['서대문']
2001,서대문구,절도,occur,1065,['서대문']
2001,서대문구,폭력,arrest,2359,['서대문']
2001,서대문구,폭력,occur,2611,['서대문']
2001,서초구,"강간,추행",arrest,76,"['서초', '방배']"
2001,서초구,"강간,추행",occur,317,"['서초', '방배']"
2001,서초구,강도,arrest,102,"['서초', '방배']"
2001,서초구,강도,occur,196,"['서초', '방배']"
2001,서초구,살인,arrest,12,"['서초', '방배']"
2001,서초구,살인,occur,9,"['서초', '방배']"
2001,서초구,절도,arrest,1780,"['서초', '방배']"
2001,서초구,절도,occur,3697,"['서초', '방배']"
2001,서초구,폭력,arrest,4637,"['서초', '방배']"
2001,서초구,폭력,occur,5137,"['서초', '방배']"
2001,성동구,"강간,추행",arrest,44,['성동']
2001,성동구,"강간,추행",occur,60,['성동']
2001,성동구,강도,arrest,58,['성동']
2001,성동구,강도,occur,44,['성동']
2001,성동구,살인,arrest,3,['성동']
2001,성동구,살인,occur,2,['성동']
2001,성동구,절도,arrest,616,['성동']
2001,성동구,절도,occur,1441,['성동']
2001,성동구,폭력,arrest,2892,['성동']
2001,성동구,폭력,occur,3203,['성동']
2001,성북구,"강간,추행",arrest,71,"['성북', '종암']"
2001,성북구,"강간,추행",occur,105,"['성북', '종암']"
2001,성북구,강도,arrest,72,"['성북', '종암']"
2001,성북구,강도,occur,63,"['성북', '종암']"
2001,성북구,살인,arrest,13,"['성북', '종암']"
2001,성북구,살인,occur,12,"['성북', '종암']"
2001,성북구,절도,arrest,1275,"['성북', '종암']"
2001,성북구,절도,occur,1712,"['성북', '종암']"
2001,성북구,폭력,arrest,4199,"['성북', '종암']"
2001,성북구,폭력,occur,4533,"['성북', '종암']"
2001,송파구,"강간,추행",arrest,41,['송파']
2001,송파구,"강간,추행",occur,50,['송파']
2001,송파구,강도,arrest,47,['송파']
2001,송파구,강도,occur,42,['송파']
2001,송파구,살인,arrest,5,['송파']
2001,송파구,살인,occur,5,['송파']
2001,송파구,절도,arrest,1008,['송파']
2001,송파구,절도,occur,1780,['송파']
2001,송파구,폭력,arrest,2876,['송파']
2001,송파구,폭력,occur,3368,['송파']
2001,양천구,"강간,추행",arrest,49,['양천']
2001,양천구,"강간,추행",occur,55,['양천']
2001,양천구,강도,arrest,51,['양천']
2001,양천구,강도,occur,72,['양천']
2001,양천구,살인,arrest,8,['양천']
2001,양천구,살인,occur,8,['양천']
2001,양천구,절도,arrest,1352,['양천']
2001,양천구,절도,occur,1963,['양천']
2001,양천구,폭력,arrest,2918,['양천']
2001,양천구,폭력,occur,3345,['양천']
2001,영등포구,"강간,추행",arrest,61,['영등포']
2001,영등포구,"강간,추행",occur,76,['영등포']
2001,영등포구,강도,arrest,36,['영등포']
2001,영등포구,강도,occur,54,['영등포']
2001,영등포구,살인,arrest,9,['영등포']
2001,영등포구,살인,occur,7,['영등포']
2001,영등포구,절도,arrest,552,['영등포']
2001,영등포구,절도,occur,1675,['영등포']
2001,영등포구,폭력,arrest,3021,['영등포']
2001,영등포구,폭력,occur,3470,['영등포']
2001,용산구,"강간,추행",arrest,31,['용산']
2001,용산구,"강간,추행",occur,38,['용산']
2001,용산구,강도,arrest,45,['용산']
2001,용산구,강도,occur,71,['용산']
2001,용산구,살인,arrest,3,['용산']
2001,용산구,살인,occur,3,['용산']
2001,용산구,절도,arrest,1604,['용산']
2001,용산구,절도,occur,1845,['용산']
2001,용산구,폭력,arrest,2214,['용산']
2001,용산구,폭력,occur,2519,['용산']
2001,은평구,"강간,추행",arrest,68,"['서부', '은평']"
2001,은평구,"강간,추행",occur,70,"['서부', '은평']"
2001,은평구,강도,arrest,34,"['서부', '은평']"
2001,은평구,강도,occur,63,"['서부', '은평']"
2001,은평구,살인,arrest,15,"['서부', '은평']"
2001,은평구,살인,occur,14,"['서부', '은평']"
2001,은평구,절도,arrest,1212,"['서부', '은평']"
2001,은평구,절도,occur,2496,"['서부', '은평']"
2001,은평구,폭력,arrest,4771,"['서부', '은평']"
2001,은평구,폭력,occur,5219,"['서부', '은평']"
2001,종로구,"강간,추행",arrest,86,"['종로', '혜화']"
2001,종로구,"강간,추행",occur,150,"['종로', '혜화']"
2001,종로구,강도,arrest,67,"['종로', '혜화']"
2001,종로구,강도,occur,47,"['종로', '혜화']"
2001,종로구,살인,arrest,7,"['종로', '혜화']"
2001,종로구,살인,occur,7,"['종로', '혜화']"
2001,종로구,절도,arrest,1314,"['종로', '혜화']"
2001,종로구,절도,occur,2300,"['종로', '혜화']"
2001,종로구,폭력,arrest,4215,"['종로', '혜화']"
2001,종로구,폭력,occur,4625,"['종로', '혜화']"
2001,중구,"강간,추행",arrest,40,"['중부', '남대문']"
2001,중구,"강간,추행",occur,96,"['중부', '남대문']"
2001,중구,강도,arrest,21,"['중부', '남대문']"
2001,중구,강도,occur,31,"['중부', '남대문']"
2001,중구,살인,arrest,6,"['중부', '남대문']"
2001,중구,살인,occur,6,"['중부', '남대문']"
2001,중구,절도,arrest,802,"['중부', '남대문']"
2001,중구,절도,occur,2066,"['중부', '남대문']"
2001,중구,폭력,arrest,2777,"['중부', '남대문']"
2001,중구,폭력,occur,3011,"['중부', '남대문']"
2001,중랑구,"강간,추행",arrest,70,['중랑']
2001,중랑구,"강간,추행",occur,85,['중랑']
2001,중랑구,강도,arrest,68,['중랑']
2001,중랑구,강도,occur,86,['중랑']
2001,중랑구,살인,arrest,17,['중랑']
2001,중랑구,살인,occur,16,['중랑']
2001,중랑구,절도,arrest,846,['중랑']
2001,중랑구,절도,occur,1839,['중랑']
2001,중랑구,폭력,arrest,3594,['중랑']
2001,중랑구,폭력,occur,4093,['중랑']
2002,강남구,"강간,추행",arrest,90,"['강남', '수서']"
2002,강남구,"강간,추행",occur,127,"['강남', '수서']"
2002,강남구,강도,arrest,263,"['강남', '수서']"
2002,강남구,강도,occur,304,"['강남', '수서']"
2002,강남구,살인,arrest,14,"['강남', '수서']"
2002,강남구,살인,occur,10,"['강남', '수서']"
2002,강남구,절도,arrest,3374,"['강남', '수서']"
2002,강남구,절도,occur,5864,"['강남', '수서']"
2002,강남구,폭력,arrest,5899,"['강남', '수서']"
2002,강남구,폭력,occur,6590,"['강남', '수서']"
2002,강동구,"강간,추행",arrest,54,['강동']
2002,강동구,"강간,추행",occur,60,['강동']
2002,강동구,강도,arrest,63,['강동']
2002,강동구,강도,occur,66,['강동']
2002,강동구,살인,arrest,6,['강동']
2002,강동구,살인,occur,6,['강동']
2002,강동구,절도,arrest,1633,['강동']
2002,강동구,절도,occur,1666,['강동']
2002,강동구,폭력,arrest,2990,['강동']
2002,강동구,폭력,occur,3255,['강동']
2002,강북구,"강간,추행",arrest,65,['강북']
2002,강북구,"강간,추행",occur,69,['강북']
2002,강북구,강도,arrest,89,['강북']
2002,강북구,강도,occur,79,['강북']
2002,강북구,살인,arrest,7,['강북']
2002,강북구,살인,occur,7,['강북']
2002,강북구,절도,arrest,1261,['강북']
2002,강북구,절도,occur,1847,['강북']
2002,강북구,폭력,arrest,2775,['강북']
2002,강북구,폭력,occur,3035,['강북']
2002,강서구,"강간,추행",arrest,74,['강서']
2002,강서구,"강간,추행",occur,80,['강서']
2002,강서구,강도,arrest,71,['강서']
2002,강서구,강도,occur,71,['강서']
2002,강서구,살인,arrest,10,['강서']
2002,강서구,살인,occur,8,['강서']
2002,강서구,절도,arrest,1473,['강서']
2002,강서구,절도,occur,2504,['강서']
2002,강서구,폭력,arrest,3791,['강서']
2002,강서구,폭력,occur,4134,['강서']
2002,관악구,"강간,추행",arrest,40,['관악']
2002,관악구,"강간,추행",occur,106,['관악']
2002,관악구,강도,arrest,43,['관악']
2002,관악구,강도,occur,66,['관악']
2002,관악구,살인,arrest,8,['관악']
2002,관악구,살인,occur,8,['관악']
2002,관악구,절도,arrest,1470,['관악']
2002,관악구,절도,occur,2625,['관악']
2002,관악구,폭력,arrest,2604,['관악']
2002,관악구,폭력,occur,2915,['관악']
2002,광진구,"강간,추행",arrest,62,['광진']
2002,광진구,"강간,추행",occur,90,['광진']
2002,광진구,강도,arrest,71,['광진']
2002,광진구,강도,occur,88,['광진']
2002,광진구,살인,arrest,15,['광진']
2002,광진구,살인,occur,12,['광진']
2002,광진구,절도,arrest,2331,['광진']
2002,광진구,절도,occur,3607,['광진']
2002,광진구,폭력,arrest,3332,['광진']
2002,광진구,폭력,occur,3749,['광진']
2002,구로구,"강간,추행",arrest,55,['구로']
2002,구로구,"강간,추행",occur,82,['구로']
2002,구로구,강도,arrest,52,['구로']
2002,구로구,강도,occur,75,['구로']
2002,구로구,살인,arrest,7,['구로']
2002,구로구,살인,occur,4,['구로']
2002,구로구,절도,arrest,1447,['구로']
2002,구로구,절도,occur,2417,['구로']
2002,구로구,폭력,arrest,2710,['구로']
2002,구로구,폭력,occur,3158,['구로']
2002,금천구,"강간,추행",arrest,61,['금천']
2002,금천구,"강간,추행",occur,64,['금천']
2002,금천구,강도,arrest,54,['금천']
2002,금천구,강도,occur,73,['금천']
2002,금천구,살인,arrest,22,['금천']
2002,금천구,살인,occur,16,['금천']
2002,금천구,절도,arrest,1760,['금천']
2002,금천구,절도,occur,2061,['금천']
2002,금천구,폭력,arrest,3463,['금천']
2002,금천구,폭력,occur,3864,['금천']
2002,노원구,"강간,추행",arrest,31,['노원']
2002,노원구,"강간,추행",occur,36,['노원']
2002,노원구,강도,arrest,29,['노원']
2002,노원구,강도,occur,25,['노원']
2002,노원구,살인,arrest,6,['노원']
2002,노원구,살인,occur,7,['노원']
2002,노원구,절도,arrest,928,['노원']
2002,노원구,절도,occur,1220,['노원']
2002,노원구,폭력,arrest,2051,['노원']
2002,노원구,폭력,occur,2201,['노원']
2002,도봉구,"강간,추행",arrest,37,['도봉']
2002,도봉구,"강간,추행",occur,41,['도봉']
2002,도봉구,강도,arrest,31,['도봉']
2002,도봉구,강도,occur,36,['도봉']
2002,도봉구,살인,arrest,2,['도봉']
2002,도봉구,살인,occur,2,['도봉']
2002,도봉구,절도,arrest,1832,['도봉']
2002,도봉구,절도,occur,1790,['도봉']
2002,도봉구,폭력,arrest,2500,['도봉']
2002,도봉구,폭력,occur,2735,['도봉']
2002,동대문구,"강간,추행",arrest,63,['동대문']
2002,동대문구,"강간,추행",occur,72,['동대문']
2002,동대문구,강도,arrest,55,['동대문']
2002,동대문구,강도,occur,71,['동대문']
2002,동대문구,살인,arrest,8,['동대문']
2002,동대문구,살인,occur,8,['동대문']
2002,동대문구,절도,arrest,2186,['동대문']
2002,동대문구,절도,occur,2032,['동대문']
2002,동대문구,폭력,arrest,3461,['동대문']
2002,동대문구,폭력,occur,3602,['동대문']
2002,동작구,"강간,추행",arrest,36,['동작']
2002,동작구,"강간,추행",occur,43,['동작']
2002,동작구,강도,arrest,24,['동작']
2002,동작구,강도,occur,56,['동작']
2002,동작구,살인,arrest,8,['동작']
2002,동작구,살인,occur,10,['동작']
2002,동작구,절도,arrest,1876,['동작']
2002,동작구,절도,occur,2358,['동작']
2002,동작구,폭력,arrest,2088,['동작']
2002,동작구,폭력,occur,2299,['동작']
2002,마포구,"강간,추행",arrest,57,['마포']
2002,마포구,"강간,추행",occur,60,['마포']
2002,마포구,강도,arrest,177,['마포']
2002,마포구,강도,occur,144,['마포']
2002,마포구,살인,arrest,6,['마포']
2002,마포구,살인,occur,4,['마포']
2002,마포구,절도,arrest,1977,['마포']
2002,마포구,절도,occur,2895,['마포']
2002,마포구,폭력,arrest,2877,['마포']
2002,마포구,폭력,occur,3267,['마포']
2002,서대문구,"강간,추행",arrest,34,['서대문']
2002,서대문구,"강간,추행",occur,40,['서대문']
2002,서대문구,강도,arrest,76,['서대문']
2002,서대문구,강도,occur,75,['서대문']
2002,서대문구,살인,arrest,1,['서대문']
2002,서대문구,살인,occur,1,['서대문']
2002,서대문구,절도,arrest,1798,['서대문']
2002,서대문구,절도,occur,1748,['서대문']
2002,서대문구,폭력,arrest,1935,['서대문']
2002,서대문구,폭력,occur,2083,['서대문']
2002,서초구,"강간,추행",arrest,99,"['서초', '방배']"
2002,서초구,"강간,추행",occur,215,"['서초', '방배']"
2002,서초구,강도,arrest,125,"['서초', '방배']"
2002,서초구,강도,occur,184,"['서초', '방배']"
2002,서초구,살인,arrest,10,"['서초', '방배']"
2002,서초구,살인,occur,10,"['서초', '방배']"
2002,서초구,절도,arrest,2357,"['서초', '방배']"
2002,서초구,절도,occur,3299,"['서초', '방배']"
2002,서초구,폭력,arrest,3676,"['서초', '방배']"
2002,서초구,폭력,occur,4065,"['서초', '방배']"
2002,성동구,"강간,추행",arrest,25,['성동']
2002,성동구,"강간,추행",occur,42,['성동']
2002,성동구,강도,arrest,50,['성동']
2002,성동구,강도,occur,37,['성동']
2002,성동구,살인,arrest,5,['성동']
2002,성동구,살인,occur,4,['성동']
2002,성동구,절도,arrest,1660,['성동']
2002,성동구,절도,occur,1563,['성동']
2002,성동구,폭력,arrest,2062,['성동']
2002,성동구,폭력,occur,2234,['성동']
2002,성북구,"강간,추행",arrest,75,"['성북', '종암']"
2002,성북구,"강간,추행",occur,100,"['성북', '종암']"
2002,성북구,강도,arrest,135,"['성북', '종암']"
2002,성북구,강도,occur,78,"['성북', '종암']"
2002,성북구,살인,arrest,11,"['성북', '종암']"
2002,성북구,살인,occur,11,"['성북', '종암']"
2002,성북구,절도,arrest,3302,"['성북', '종암']"
2002,성북구,절도,occur,2649,"['성북', '종암']"
2002,성북구,폭력,arrest,3459,"['성북', '종암']"
2002,성북구,폭력,occur,3771,"['성북', '종암']"
2002,송파구,"강간,추행",arrest,41,['송파']
2002,송파구,"강간,추행",occur,43,['송파']
2002,송파구,강도,arrest,76,['송파']
2002,송파구,강도,occur,54,['송파']
2002,송파구,살인,arrest,6,['송파']
2002,송파구,살인,occur,6,['송파']
2002,송파구,절도,arrest,1438,['송파']
2002,송파구,절도,occur,1792,['송파']
2002,송파구,폭력,arrest,2521,['송파']
2002,송파구,폭력,occur,2856,['송파']
2002,양천구,"강간,추행",arrest,46,['양천']
2002,양천구,"강간,추행",occur,49,['양천']
2002,양천구,강도,arrest,74,['양천']
2002,양천구,강도,occur,75,['양천']
2002,양천구,살인,arrest,7,['양천']
2002,양천구,살인,occur,6,['양천']
2002,양천구,절도,arrest,1793,['양천']
2002,양천구,절도,occur,2377,['양천']
2002,양천구,폭력,arrest,2679,['양천']
2002,양천구,폭력,occur,3016,['양천']
2002,영등포구,"강간,추행",arrest,51,['영등포']
2002,영등포구,"강간,추행",occur,55,['영등포']
2002,영등포구,강도,arrest,62,['영등포']
2002,영등포구,강도,occur,51,['영등포']
2002,영등포구,살인,arrest,2,['영등포']
2002,영등포구,살인,occur,3,['영등포']
2002,영등포구,절도,arrest,2388,['영등포']
2002,영등포구,절도,occur,2723,['영등포']
2002,영등포구,폭력,arrest,2320,['영등포']
2002,영등포구,폭력,occur,2636,['영등포']
2002,용산구,"강간,추행",arrest,37,['용산']
2002,용산구,"강간,추행",occur,58,['용산']
2002,용산구,강도,arrest,30,['용산']
2002,용산구,강도,occur,64,['용산']
2002,용산구,살인,arrest,3,['용산']
2002,용산구,살인,occur,2,['용산']
2002,용산구,절도,arrest,2019,['용산']
2002,용산구,절도,occur,1837,['용산']
2002,용산구,폭력,arrest,1718,['용산']
2002,용산구,폭력,occur,2049,['용산']
2002,은평구,"강간,추행",arrest,60,"['서부', '은평']"
2002,은평구,"강간,추행",occur,62,"['서부', '은평']"
2002,은평구,강도,arrest,207,"['서부', '은평']"
2002,은평구,강도,occur,203,"['서부', '은평']"
2002,은평구,살인,arrest,9,"['서부', '은평']"
2002,은평구,살인,occur,8,"['서부', '은평']"
2002,은평구,절도,arrest,2550,"['서부', '은평']"
2002,은평구,절도,occur,3399,"['서부', '은평']"
2002,은평구,폭력,arrest,3836,"['서부', '은평']"
2002,은평구,폭력,occur,4237,"['서부', '은평']"
2002,종로구,"강간,추행",arrest,72,"['종로', '혜화']"
2002,종로구,"강간,추행",occur,115,"['종로', '혜화']"
2002,종로구,강도,arrest,44,"['종로', '혜화']"
2002,종로구,강도,occur,48,"['종로', '혜화']"
2002,종로구,살인,arrest,5,"['종로', '혜화']"
2002,종로구,살인,occur,4,"['종로', '혜화']"
2002,종로구,절도,arrest,2196,"['종로', '혜화']"
2002,종로구,절도,occur,2448,"['종로', '혜화']"
2002,종로구,폭력,arrest,3314,"['종로', '혜화']"
2002,종로구,폭력,occur,3612,"['종로', '혜화']"
2002,중구,"강간,추행",arrest,43,"['중부', '남대문']"
2002,중구,"강간,추행",occur,79,"['중부', '남대문']"
2002,중구,강도,arrest,43,"['중부', '남대문']"
2002,중구,강도,occur,47,"['중부', '남대문']"
2002,중구,살인,arrest,5,"['중부', '남대문']"
2002,중구,살인,occur,3,"['중부', '남대문']"
2002,중구,절도,arrest,1707,"['중부', '남대문']"
2002,중구,절도,occur,2351,"['중부', '남대문']"
2002,중구,폭력,arrest,2361,"['중부', '남대문']"
2002,중구,폭력,occur,2482,"['중부', '남대문']"
2002,중랑구,"강간,추행",arrest,72,['중랑']
2002,중랑구,"강간,추행",occur,72,['중랑']
2002,중랑구,강도,arrest,57,['중랑']
2002,중랑구,강도,occur,68,['중랑']
2002,중랑구,살인,arrest,8,['중랑']
2002,중랑구,살인,occur,8,['중랑']
2002,중랑구,절도,arrest,2409,['중랑']
2002,중랑구,절도,occur,2627,['중랑']
2002,중랑구,폭력,arrest,3488,['중랑']
2002,중랑구,폭력,occur,3992,['중랑']
2003,강남구,"강간,추행",arrest,120,"['강남', '수서']"
2003,강남구,"강간,추행",occur,151,"['강남', '수서']"
2003,강남구,강도,arrest,244,"['강남', '수서']"
2003,강남구,강도,occur,261,"['강남', '수서']"
2003,강남구,살인,arrest,14,"['강남', '수서']"
2003,강남구,살인,occur,12,"['강남', '수서']"
2003,강남구,절도,arrest,3074,"['강남', '수서']"
2003,강남구,절도,occur,4243,"['강남', '수서']"
2003,강남구,폭력,arrest,5886,"['강남', '수서']"
2003,강남구,폭력,occur,6249,"['강남', '수서']"
2003,강동구,"강간,추행",arrest,60,['강동']
2003,강동구,"강간,추행",occur,64,['강동']
2003,강동구,강도,arrest,237,['강동']
2003,강동구,강도,occur,234,['강동']
2003,강동구,살인,arrest,6,['강동']
2003,강동구,살인,occur,6,['강동']
2003,강동구,절도,arrest,1088,['강동']
2003,강동구,절도,occur,1775,['강동']
2003,강동구,폭력,arrest,3145,['강동']
2003,강동구,폭력,occur,3377,['강동']
2003,강북구,"강간,추행",arrest,59,['강북']
2003,강북구,"강간,추행",occur,66,['강북']
2003,강북구,강도,arrest,151,['강북']
2003,강북구,강도,occur,121,['강북']
2003,강북구,살인,arrest,8,['강북']
2003,강북구,살인,occur,9,['강북']
2003,강북구,절도,arrest,2104,['강북']
2003,강북구,절도,occur,2148,['강북']
2003,강북구,폭력,arrest,2714,['강북']
2003,강북구,폭력,occur,2988,['강북']
2003,강서구,"강간,추행",arrest,56,['강서']
2003,강서구,"강간,추행",occur,64,['강서']
2003,강서구,강도,arrest,203,['강서']
2003,강서구,강도,occur,206,['강서']
2003,강서구,살인,arrest,5,['강서']
2003,강서구,살인,occur,5,['강서']
2003,강서구,절도,arrest,1218,['강서']
2003,강서구,절도,occur,2088,['강서']
2003,강서구,폭력,arrest,3493,['강서']
2003,강서구,폭력,occur,3719,['강서']
2003,관악구,"강간,추행",arrest,67,['관악']
2003,관악구,"강간,추행",occur,126,['관악']
2003,관악구,강도,arrest,105,['관악']
2003,관악구,강도,occur,82,['관악']
2003,관악구,살인,arrest,3,['관악']
2003,관악구,살인,occur,4,['관악']
2003,관악구,절도,arrest,1058,['관악']
2003,관악구,절도,occur,2632,['관악']
2003,관악구,폭력,arrest,2704,['관악']
2003,관악구,폭력,occur,3005,['관악']
2003,광진구,"강간,추행",arrest,74,['광진']
2003,광진구,"강간,추행",occur,113,['광진']
2003,광진구,강도,arrest,155,['광진']
2003,광진구,강도,occur,168,['광진']
2003,광진구,살인,arrest,8,['광진']
2003,광진구,살인,occur,6,['광진']
2003,광진구,절도,arrest,2026,['광진']
2003,광진구,절도,occur,3112,['광진']
2003,광진구,폭력,arrest,3578,['광진']
2003,광진구,폭력,occur,4046,['광진']
2003,구로구,"강간,추행",arrest,53,['구로']
2003,구로구,"강간,추행",occur,126,['구로']
2003,구로구,강도,arrest,84,['구로']
2003,구로구,강도,occur,68,['구로']
2003,구로구,살인,arrest,6,['구로']
2003,구로구,살인,occur,6,['구로']
2003,구로구,절도,arrest,1247,['구로']
2003,구로구,절도,occur,2034,['구로']
2003,구로구,폭력,arrest,2622,['구로']
2003,구로구,폭력,occur,2952,['구로']
2003,금천구,"강간,추행",arrest,54,['금천']
2003,금천구,"강간,추행",occur,68,['금천']
2003,금천구,강도,arrest,96,['금천']
2003,금천구,강도,occur,112,['금천']
2003,금천구,살인,arrest,14,['금천']
2003,금천구,살인,occur,15,['금천']
2003,금천구,절도,arrest,1465,['금천']
2003,금천구,절도,occur,2321,['금천']
2003,금천구,폭력,arrest,3456,['금천']
2003,금천구,폭력,occur,3887,['금천']
2003,노원구,"강간,추행",arrest,44,['노원']
2003,노원구,"강간,추행",occur,48,['노원']
2003,노원구,강도,arrest,49,['노원']
2003,노원구,강도,occur,30,['노원']
2003,노원구,살인,arrest,4,['노원']
2003,노원구,살인,occur,3,['노원']
2003,노원구,절도,arrest,855,['노원']
2003,노원구,절도,occur,1238,['노원']
2003,노원구,폭력,arrest,2367,['노원']
2003,노원구,폭력,occur,2526,['노원']
2003,도봉구,"강간,추행",arrest,49,['도봉']
2003,도봉구,"강간,추행",occur,57,['도봉']
